mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.26250205039978025,0.046743898763780815,0.0007666110992431641,5.1281746972943006e-05,log_loss,5,2,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.45,0.525,0.55,0.525,0.55,0.5200000000000001,0.036742346141747685,92
0.27179417610168455,0.04477675083909601,0.0008200168609619141,7.82433838504062e-05,log_loss,5,2,5,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.45,0.525,0.55,0.525,0.55,0.5200000000000001,0.036742346141747685,92
0.26331515312194825,0.06031733438540603,0.0007888317108154297,5.9277322375299194e-05,log_loss,5,2,10,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.525,0.54,0.04898979485566357,84
0.25245070457458496,0.035005222079712954,0.0007859706878662109,8.799055291510315e-05,log_loss,5,4,2,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.475,0.525,0.55,0.525,0.55,0.525,0.02738612787525833,88
0.2594764709472656,0.06599725182267278,0.0007920265197753906,6.0667480243823265e-05,log_loss,5,4,5,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.475,0.525,0.55,0.525,0.55,0.525,0.02738612787525833,88
0.24974675178527833,0.04360511545452559,0.0007885932922363281,5.6729715710939656e-05,log_loss,5,4,10,"{'criterion': 'log_loss', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.525,0.54,0.04898979485566357,84
0.2919668674468994,0.06788574356321811,0.0007438182830810547,3.118872257500632e-05,log_loss,10,1,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.525,0.5,0.65,0.5,0.575,0.55,0.0570087712549569,64
0.30871129035949707,0.07673156869757383,0.0007874011993408203,7.459135484681827e-05,log_loss,10,1,5,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.575,0.5,0.6,0.575,0.575,0.5650000000000001,0.03391164991562633,45
0.26009235382080076,0.018399958906244063,0.0007896900177001953,7.830711508694759e-05,log_loss,10,1,10,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.30646047592163084,0.05534371427533745,0.0008594512939453125,0.00011918061865302671,log_loss,10,2,2,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5,0.525,0.6,0.625,0.575,0.5650000000000001,0.04636809247747851,45
0.2719107151031494,0.023668087034859293,0.0008390426635742187,8.729212374534957e-05,log_loss,10,2,5,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.2632404327392578,0.009854364554924885,0.0007622718811035156,4.627099628985288e-05,log_loss,10,2,10,"{'criterion': 'log_loss', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
